subject_id,trial,correct_response,stim_time,response_time,x_coord,y_coord,trial_timeout,timeout_time,interTrial_timeout,left_rank,right_rank,distance,joint_rank,left_image,right_image
00000009,1,0,1448391437832,1448391438513,341,443,0,0,0,3,2,1,5,0002-00-0001-96.png,0003-00-0000-34.png
00000009,2,1,1448391442064,1448391442744,395,442,0,0,0,0,2,2,2,0001-00-0001-14.png,0003-00-0000-08.png
00000009,3,1,1448391462233,1448391462747,929,386,0,0,0,1,0,1,1,0005-00-0000-33.png,0001-00-0001-26.png
00000009,4,1,1448391463831,1448391464295,1097,332,0,0,0,3,1,2,4,0002-00-0001-34.png,0005-00-0001-76.png
00000009,5,0,1448391465604,1448391466118,1051,253,0,0,0,1,3,2,4,0005-00-0000-43.png,0002-00-0000-86.png
00000009,6,0,1448391469229,1448391469824,990,373,0,0,0,2,4,2,6,0003-00-0001-40.png,0004-00-0000-57.png
00000009,7,1,1448391473148,1448391473727,405,398,0,0,0,0,1,1,1,0001-00-0001-70.png,0005-00-0001-64.png
00000009,8,0,1448391475116,1448391475632,964,358,0,0,0,3,4,1,7,0002-00-0001-27.png,0004-00-0000-15.png
00000009,9,0,1448391478756,1448391479276,971,377,0,0,0,2,3,1,5,0003-00-0001-68.png,0002-00-0001-84.png
00000009,10,1,1448391482402,1448391482935,973,410,0,0,0,2,0,2,2,0003-00-0001-03.png,0001-00-0001-81.png
00000009,11,1,1448391484397,1448391484609,917,546,0,0,0,4,3,1,7,0004-00-0001-66.png,0002-00-0000-66.png
00000009,12,0,1448391485849,1448391485876,862,436,0,0,0,1,4,3,5,0005-00-0001-81.png,0004-00-0000-33.png
00000009,13,1,1448391488882,1448391488902,882,284,0,0,0,3,0,3,3,0002-00-0001-83.png,0001-00-0001-00.png
00000009,14,1,1448391490065,1448391490151,888,464,0,0,0,4,2,2,6,0004-00-0001-01.png,0003-00-0001-91.png
00000009,15,1,1448391491290,1448391491334,866,479,0,0,0,4,1,3,5,0004-00-0000-52.png,0005-00-0000-77.png
00000009,16,1,1448391492393,1448391493296,422,360,0,0,0,0,3,3,3,0001-00-0001-44.png,0002-00-0001-82.png
00000009,17,1,1448391494376,1448391494434,859,449,0,0,0,4,0,4,4,0004-00-0001-58.png,0001-00-0000-02.png
00000009,18,1,1448391495580,1448391496425,405,353,0,0,0,1,2,1,3,0005-00-0001-71.png,0003-00-0001-15.png
00000009,19,1,1448391497545,1448391498280,424,358,0,0,0,0,4,4,4,0001-00-0001-09.png,0004-00-0001-32.png
00000009,20,1,1448391499469,1448391500218,988,453,0,0,0,2,1,1,3,0003-00-0001-32.png,0005-00-0001-95.png
00000009,21,1,1448391501332,1448391501396,888,462,0,0,0,3,0,3,3,0002-00-0000-46.png,0001-00-0001-76.png
00000009,22,1,1448391502555,1448391502602,892,442,0,0,0,4,3,1,7,0004-00-0001-13.png,0002-00-0000-84.png
00000009,23,0,1448391503847,1448391503875,862,450,0,0,0,0,2,2,2,0001-00-0001-52.png,0003-00-0000-39.png
00000009,24,0,1448391506968,1448391507468,939,372,0,0,0,1,3,2,4,0005-00-0000-48.png,0002-00-0000-33.png
00000009,25,0,1448391510558,1448391511019,959,315,0,0,0,0,3,3,3,0001-00-0001-72.png,0002-00-0000-56.png
00000009,26,1,1448391514012,1448391514550,1092,293,0,0,0,4,2,2,6,0004-00-0001-94.png,0003-00-0001-44.png
00000009,27,0,1448391515495,1448391515571,888,462,0,0,0,0,4,4,4,0001-00-0001-46.png,0004-00-0000-39.png
00000009,28,0,1448391518542,1448391518613,939,329,0,0,0,0,1,1,1,0001-00-0000-72.png,0005-00-0001-93.png
00000009,29,1,1448391521455,1448391522009,436,388,0,0,0,2,4,2,6,0003-00-0001-78.png,0004-00-0001-58.png
00000009,30,0,1448391522968,1448391523071,870,457,0,0,0,1,4,3,5,0005-00-0000-78.png,0004-00-0000-67.png
00000009,31,0,1448391526178,1448391526694,1016,322,0,0,0,2,3,1,5,0003-00-0000-48.png,0002-00-0000-13.png
00000009,32,0,1448391529835,1448391530278,1091,274,0,0,0,3,4,1,7,0002-00-0001-82.png,0004-00-0001-41.png
00000009,33,0,1448391533389,1448391533872,1062,280,0,0,0,1,2,1,3,0005-00-0000-49.png,0003-00-0000-05.png
00000009,34,1,1448391536933,1448391537422,990,322,0,0,0,2,1,1,3,0003-00-0001-37.png,0005-00-0000-52.png
00000009,35,1,1448391538480,1448391538540,938,441,0,0,0,2,0,2,2,0003-00-0000-44.png,0001-00-0000-20.png
00000009,36,1,1448391539679,1448391539731,883,446,0,0,0,3,1,2,4,0002-00-0001-19.png,0005-00-0001-35.png
00000009,37,1,1448391540995,1448391541042,888,462,0,0,0,1,0,1,1,0005-00-0000-69.png,0001-00-0000-37.png
00000009,38,1,1448391542222,1448391542248,858,443,0,0,0,3,2,1,5,0002-00-0001-54.png,0003-00-0001-54.png
00000009,39,1,1448391544004,1448391544871,1035,271,0,0,0,4,0,4,4,0004-00-0001-39.png,0001-00-0001-61.png
00000009,40,1,1448391546669,1448391547195,1023,314,0,0,0,4,1,3,5,0004-00-0000-66.png,0005-00-0001-60.png
00000009,41,0,1448391548381,1448391548445,932,466,0,0,0,0,4,4,4,0001-00-0001-70.png,0004-00-0000-07.png
00000009,42,1,1448391551966,1448391552471,1067,296,0,0,0,3,2,1,5,0002-00-0001-08.png,0003-00-0000-87.png
00000009,43,0,1448391553558,1448391553594,871,462,0,0,0,2,4,2,6,0003-00-0001-93.png,0004-00-0001-64.png
00000009,44,1,1448391556678,1448391557111,1063,264,0,0,0,1,0,1,1,0005-00-0001-27.png,0001-00-0000-72.png
00000009,45,0,1448391558018,1448391558058,880,443,0,0,0,0,1,1,1,0001-00-0000-29.png,0005-00-0000-39.png
00000009,46,1,1448391561218,1448391561692,1062,282,0,0,0,3,0,3,3,0002-00-0001-91.png,0001-00-0001-72.png
