subject_id,trial,correct_response,stim_time,response_time,x_coord,y_coord,trial_timeout,timeout_time,interTrial_timeout,left_rank,right_rank,distance,joint_rank,left_image,right_image
00000009,1,0,1446565844583,1446565845237,1044,278,0,0,0,2,3,1,5,0003-00-0000-54.png,0002-00-0000-30.png
00000009,2,1,1446565848449,1446565849127,1038,317,0,0,0,2,1,1,3,0003-00-0001-39.png,0005-00-0000-92.png
00000009,3,0,1446565850129,1446565850486,939,436,0,0,0,1,2,1,3,0005-00-0000-85.png,0003-00-0000-42.png
00000009,4,1,1446565853587,1446565854312,501,226,0,0,0,3,4,1,7,0002-00-0001-27.png,0004-00-0001-19.png
00000009,5,1,1446565855276,1446565855312,893,388,0,0,0,3,2,1,5,0002-00-0001-39.png,0003-00-0001-42.png
00000009,6,0,1446565856348,1446565856404,893,427,0,0,0,0,1,1,1,0001-00-0001-98.png,0005-00-0001-89.png
00000009,7,1,1446565859678,1446565860166,1062,306,0,0,0,4,3,1,7,0004-00-0001-32.png,0002-00-0001-27.png
00000009,8,0,1446565861492,1446565862196,440,258,0,0,0,1,0,1,1,0005-00-0000-71.png,0001-00-0000-14.png
00000009,9,0,1446565865048,1446565865080,890,334,0,0,0,0,1,1,1,0001-00-0001-55.png,0005-00-0001-51.png
00000009,10,0,1446565868657,1446565869248,341,422,0,0,0,1,0,1,1,0005-00-0000-16.png,0001-00-0001-80.png
00000009,11,0,1446565872171,1446565872778,382,378,0,0,0,3,2,1,5,0002-00-0001-88.png,0003-00-0001-92.png
00000009,12,1,1446565875778,1446565875842,862,282,0,0,0,4,3,1,7,0004-00-0001-33.png,0002-00-0000-09.png
00000009,13,0,1446565876872,1446565876928,862,397,0,0,0,2,3,1,5,0003-00-0000-80.png,0002-00-0001-87.png
00000009,14,1,1446565880229,1446565880233,860,313,0,0,0,2,1,1,3,0003-00-0001-25.png,0005-00-0001-69.png
00000009,15,0,1446565881219,1446565881271,932,391,0,0,0,1,2,1,3,0005-00-0001-29.png,0003-00-0000-63.png
00000009,16,0,1446565884240,1446565884965,913,393,0,0,0,3,4,1,7,0002-00-0000-50.png,0004-00-0001-46.png
00000009,17,1,1446565888448,1446565888975,1014,300,0,0,0,2,1,1,3,0003-00-0001-98.png,0005-00-0000-34.png
00000009,18,0,1446565889837,1446565889905,865,408,0,0,0,2,3,1,5,0003-00-0000-09.png,0002-00-0001-26.png
00000009,19,1,1446565893042,1446565893646,1066,300,0,0,0,4,3,1,7,0004-00-0001-72.png,0002-00-0001-04.png
00000009,20,1,1446565894541,1446565895407,462,228,0,0,0,1,2,1,3,0005-00-0001-71.png,0003-00-0001-08.png
00000009,21,0,1446565896374,1446565896434,924,363,0,0,0,3,4,1,7,0002-00-0000-03.png,0004-00-0000-18.png
00000009,22,1,1446565899589,1446565900174,410,399,0,0,0,0,1,1,1,0001-00-0000-39.png,0005-00-0000-76.png
00000009,23,0,1446565901065,1446565901785,346,351,0,0,0,3,2,1,5,0002-00-0000-85.png,0003-00-0000-38.png
00000009,24,0,1446565904938,1446565905542,469,267,0,0,0,1,0,1,1,0005-00-0000-00.png,0001-00-0001-17.png
00000009,25,1,1446565908548,1446565909112,461,251,0,0,0,3,4,1,7,0002-00-0000-56.png,0004-00-0001-60.png
00000009,26,0,1446565910014,1446565910795,376,360,0,0,0,3,2,1,5,0002-00-0001-28.png,0003-00-0001-87.png
00000009,27,1,1446565913784,1446565914483,368,374,0,0,0,1,2,1,3,0005-00-0001-47.png,0003-00-0001-79.png
00000009,28,0,1446565915364,1446565916316,468,219,0,0,0,4,3,1,7,0004-00-0000-29.png,0002-00-0000-53.png
00000009,29,0,1446565920568,1446565921125,906,313,0,0,0,0,1,1,1,0001-00-0001-88.png,0005-00-0000-76.png
00000009,30,1,1446565924273,1446565924786,1040,294,0,0,0,2,1,1,3,0003-00-0001-80.png,0005-00-0000-89.png
00000009,31,1,1446565925629,1446565926339,1088,296,0,0,0,1,0,1,1,0005-00-0001-02.png,0001-00-0001-99.png
00000009,32,0,1446565927245,1446565927273,905,375,0,0,0,2,3,1,5,0003-00-0000-10.png,0002-00-0000-24.png
00000009,33,1,1446565930356,1446565930905,910,372,0,0,0,4,3,1,7,0004-00-0001-04.png,0002-00-0001-84.png
00000009,34,1,1446565931847,1446565932609,942,354,0,0,0,2,1,1,3,0003-00-0000-51.png,0005-00-0000-08.png
00000009,35,0,1446565933535,1446565933599,897,400,0,0,0,0,1,1,1,0001-00-0001-82.png,0005-00-0001-50.png
00000009,36,1,1446565936733,1446565937270,939,422,0,0,0,1,0,1,1,0005-00-0001-58.png,0001-00-0000-12.png
00000009,37,0,1446565938123,1446565938893,928,326,0,0,0,2,3,1,5,0003-00-0001-80.png,0002-00-0000-64.png
00000009,38,1,1446565941842,1446565941870,885,350,0,0,0,3,2,1,5,0002-00-0001-21.png,0003-00-0001-19.png
00000009,39,0,1446565942865,1446565943485,957,361,0,0,0,3,4,1,7,0002-00-0000-32.png,0004-00-0000-50.png
00000009,40,0,1446565946525,1446565946687,862,436,0,0,0,1,2,1,3,0005-00-0000-34.png,0003-00-0000-24.png
00000009,41,1,1446565949543,1446565950144,374,366,0,0,0,1,2,1,3,0005-00-0001-50.png,0003-00-0000-64.png
00000009,42,1,1446565951033,1446565951124,892,431,0,0,0,3,2,1,5,0002-00-0001-17.png,0003-00-0000-59.png
00000009,43,1,1446565952071,1446565953002,913,341,0,0,0,4,3,1,7,0004-00-0001-07.png,0002-00-0000-32.png
00000009,44,1,1446565953896,1446565953956,939,388,0,0,0,2,1,1,3,0003-00-0001-00.png,0005-00-0000-00.png
00000009,45,1,1446565955087,1446565955187,936,453,0,0,0,1,0,1,1,0005-00-0001-45.png,0001-00-0000-30.png
00000009,46,0,1446565956326,1446565956445,923,438,0,0,0,0,1,1,1,0001-00-0001-26.png,0005-00-0001-41.png
00000009,47,0,1446565959564,1446565959600,884,317,0,0,0,3,4,1,7,0002-00-0000-78.png,0004-00-0001-87.png
00000009,48,0,1446565962434,1446565962949,1046,277,0,0,0,2,3,1,5,0003-00-0000-35.png,0002-00-0001-33.png
00000009,49,1,1446565966082,1446565966619,364,394,0,0,0,1,2,1,3,0005-00-0000-98.png,0003-00-0001-17.png
00000009,50,1,1446565967449,1446565968354,913,394,0,0,0,2,1,1,3,0003-00-0000-70.png,0005-00-0001-01.png
00000009,51,1,1446565969269,1446565969380,990,384,0,0,0,4,3,1,7,0004-00-0000-16.png,0002-00-0000-09.png
00000009,52,0,1446565970348,1446565971247,933,296,0,0,0,2,3,1,5,0003-00-0001-72.png,0002-00-0001-43.png
00000009,53,0,1446565974412,1446565974605,913,384,0,0,0,0,1,1,1,0001-00-0000-78.png,0005-00-0000-76.png
